playerID,H,2B,3B,HR,RBI,R,BB,SO,GIDP,IBB,HBP,SB,CS,AB,PA,AVG,OBP,SLG,OPS,ISO,wOBA,wRAA,K%,BB%,K:BB,BABIP,BACON,TAV
choicmi01,46,8,1,6,27,22,18,54,7,1,2,2,1,206,228,0.223,0.292,0.359,0.651,0.136,0.290,-4.3,23.68%,7.89%,3.00,0.274,0.303,0.243
choosh01,131,26,2,17,57,77,70,126,7,3,13,8,4,490,579,0.267,0.373,0.433,0.806,0.165,0.358,20.9,21.76%,12.09%,1.80,0.329,0.360,0.292
ciriape01,64,13,2,5,26,29,15,59,5,1,3,9,2,257,280,0.249,0.298,0.374,0.672,0.125,0.296,-3.8,21.07%,5.36%,3.93,0.306,0.323,0.248
clarkco01,44,9,1,5,20,21,15,42,4,1,1,3,1,181,200,0.243,0.305,0.387,0.691,0.144,0.305,-1.3,21.00%,7.50%,2.80,0.291,0.317,0.254
clarkma02,46,9,1,6,24,23,16,43,4,2,2,3,1,183,203,0.251,0.318,0.410,0.728,0.158,0.322,1.5,21.18%,7.88%,2.69,0.299,0.329,0.267
clevest01,62,13,2,5,30,28,18,49,8,2,1,2,1,241,262,0.257,0.312,0.390,0.702,0.133,0.310,-0.7,18.70%,6.87%,2.72,0.305,0.323,0.258
coghlch01,115,27,5,12,44,56,49,96,8,4,3,9,3,440,495,0.261,0.339,0.427,0.767,0.166,0.338,10.0,19.39%,9.90%,1.96,0.310,0.334,0.278
colabch01,99,19,1,14,55,48,30,106,10,1,3,3,2,368,402,0.269,0.329,0.440,0.769,0.171,0.336,7.4,26.37%,7.46%,3.53,0.343,0.378,0.277
colemdu01,46,9,1,5,22,23,16,42,4,1,2,3,1,183,202,0.251,0.318,0.393,0.712,0.142,0.315,0.3,20.79%,7.92%,2.63,0.301,0.326,0.261
collity01,74,15,3,8,37,33,22,64,5,1,2,4,2,280,306,0.264,0.322,0.425,0.747,0.161,0.327,3.3,20.92%,7.19%,2.91,0.317,0.343,0.270
colonch01,66,14,1,5,25,29,22,47,5,1,1,5,2,238,264,0.277,0.341,0.408,0.749,0.130,0.330,3.6,17.80%,8.33%,2.14,0.328,0.346,0.272
colvity01,47,10,2,5,25,24,15,54,5,1,2,2,1,197,215,0.239,0.299,0.386,0.685,0.147,0.302,-2.0,25.12%,6.98%,3.60,0.304,0.329,0.252
confomi01,71,18,1,11,37,41,26,63,6,1,2,3,2,267,297,0.266,0.336,0.464,0.800,0.199,0.348,8.3,21.21%,8.75%,2.42,0.311,0.348,0.285
congeha01,73,17,1,10,39,36,29,81,8,1,3,2,2,304,340,0.240,0.313,0.401,0.714,0.161,0.314,0.4,23.82%,8.53%,2.79,0.296,0.327,0.261
conrabr01,44,9,1,5,20,21,16,44,4,1,2,3,1,183,203,0.240,0.308,0.383,0.691,0.142,0.306,-1.1,21.67%,7.88%,2.75,0.291,0.317,0.255
constjo01,46,8,1,5,21,22,15,39,4,1,2,3,2,182,200,0.253,0.317,0.390,0.707,0.137,0.313,-0.1,19.50%,7.50%,2.60,0.297,0.322,0.260
corpoca01,58,10,0,8,30,28,19,67,5,1,5,2,1,252,280,0.230,0.297,0.365,0.662,0.135,0.294,-4.2,23.93%,6.79%,3.53,0.282,0.314,0.247
correca01,103,22,1,18,62,52,39,83,10,2,2,11,4,374,416,0.275,0.347,0.484,0.831,0.209,0.361,16.1,19.95%,9.38%,2.13,0.311,0.354,0.295
cousisc01,46,9,1,5,22,23,17,41,4,1,2,3,1,180,200,0.256,0.327,0.400,0.727,0.144,0.321,1.4,20.50%,8.50%,2.41,0.306,0.331,0.266
cowarka01,50,11,1,6,25,29,19,54,5,1,2,4,2,203,226,0.246,0.317,0.399,0.716,0.153,0.316,0.6,23.89%,8.41%,2.84,0.308,0.336,0.262
cowgico01,58,10,2,6,23,32,20,63,4,1,2,4,1,241,266,0.241,0.304,0.373,0.678,0.133,0.300,-2.8,23.68%,7.52%,3.15,0.302,0.326,0.251
cozarza01,81,16,2,7,36,40,20,59,9,2,3,4,1,331,361,0.245,0.294,0.369,0.662,0.124,0.293,-5.9,16.34%,5.54%,2.95,0.279,0.298,0.245
craigal01,67,13,1,6,35,30,22,62,7,1,4,2,1,266,294,0.252,0.318,0.376,0.694,0.124,0.308,-1.1,21.09%,7.48%,2.82,0.308,0.328,0.257
crawfbr01,122,26,5,14,66,58,45,114,11,8,6,5,3,481,537,0.254,0.325,0.416,0.741,0.162,0.329,7.0,21.23%,8.38%,2.53,0.306,0.332,0.272
crawfca02,85,16,2,7,32,42,19,57,5,1,3,13,3,307,332,0.277,0.325,0.410,0.736,0.134,0.323,2.5,17.17%,5.72%,3.00,0.321,0.340,0.267
crispco01,69,13,1,7,30,41,33,45,4,1,1,9,2,285,323,0.242,0.323,0.368,0.691,0.126,0.308,-1.2,13.93%,10.22%,1.36,0.266,0.288,0.257
croncj01,104,20,2,16,56,46,23,94,11,1,4,4,1,398,427,0.261,0.308,0.442,0.750,0.181,0.326,4.4,22.01%,5.39%,4.09,0.306,0.342,0.269
crowetr01,44,9,1,4,20,22,17,41,4,1,1,4,1,181,200,0.243,0.312,0.370,0.682,0.127,0.303,-1.6,20.50%,8.50%,2.41,0.294,0.314,0.253
cruzlu01,40,7,1,4,19,22,13,39,5,1,2,2,1,182,200,0.220,0.279,0.335,0.614,0.115,0.274,-6.3,19.50%,6.50%,3.00,0.259,0.280,0.232
cruzne02,149,24,1,34,86,74,49,134,11,6,4,4,3,537,595,0.277,0.342,0.516,0.858,0.238,0.373,28.5,22.52%,8.24%,2.73,0.312,0.370,0.303
cruzto03,60,13,1,5,30,26,19,59,10,1,2,2,2,266,290,0.226,0.282,0.338,0.621,0.113,0.276,-8.6,20.34%,6.55%,3.11,0.272,0.290,0.233
cuddymi01,111,22,2,13,52,52,30,80,11,2,3,5,1,388,424,0.286,0.342,0.454,0.796,0.168,0.348,11.7,18.87%,7.08%,2.67,0.332,0.360,0.285
culbech01,49,9,1,5,25,23,15,53,6,2,3,4,2,202,223,0.243,0.305,0.371,0.676,0.129,0.301,-2.1,23.77%,6.73%,3.53,0.306,0.329,0.251
cunnito01,56,11,1,5,23,31,18,50,5,2,3,4,2,224,246,0.250,0.314,0.375,0.689,0.125,0.307,-1.2,20.33%,7.32%,2.78,0.302,0.322,0.256
curtije01,46,9,1,5,22,23,17,41,4,1,2,3,1,179,200,0.257,0.328,0.402,0.731,0.145,0.323,1.6,20.50%,8.50%,2.41,0.308,0.333,0.267
cuthbch01,52,11,2,6,28,27,19,46,4,1,2,3,1,204,225,0.255,0.324,0.417,0.741,0.162,0.326,2.3,20.44%,8.44%,2.42,0.303,0.329,0.269
danksjo02,47,8,1,5,20,23,20,58,4,1,1,6,2,193,215,0.244,0.318,0.373,0.691,0.130,0.308,-0.9,26.98%,9.30%,2.90,0.323,0.348,0.256
darnach01,48,9,2,5,22,24,16,45,4,1,2,3,2,189,209,0.254,0.319,0.402,0.721,0.148,0.318,0.8,21.53%,7.66%,2.81,0.309,0.333,0.263
darnatr01,86,19,2,12,44,42,32,69,11,2,3,2,1,339,376,0.254,0.324,0.428,0.751,0.174,0.330,5.0,18.35%,8.51%,2.16,0.287,0.319,0.272
davidma02,46,11,1,6,24,23,18,44,4,1,2,3,1,179,200,0.257,0.332,0.430,0.762,0.173,0.335,3.5,22.00%,9.00%,2.44,0.310,0.341,0.276
davisch02,129,28,1,36,98,84,67,177,5,8,8,3,2,509,588,0.253,0.349,0.525,0.874,0.271,0.381,31.8,30.10%,11.39%,2.64,0.314,0.389,0.309
davisik02,73,18,0,8,38,37,45,77,8,2,1,2,2,314,362,0.232,0.331,0.366,0.697,0.134,0.313,0.1,21.27%,12.43%,1.71,0.284,0.308,0.260
daviskh01,108,25,2,23,66,62,39,116,11,1,5,6,2,428,475,0.252,0.322,0.481,0.803,0.229,0.347,13.0,24.42%,8.21%,2.97,0.294,0.346,0.285
davisra01,106,20,5,8,39,57,25,79,7,0,4,27,8,400,434,0.265,0.315,0.400,0.715,0.135,0.312,-0.2,18.20%,5.76%,3.16,0.313,0.330,0.259
deazaal01,101,19,5,9,40,53,34,97,7,2,4,11,6,391,435,0.258,0.324,0.402,0.726,0.143,0.320,2.4,22.30%,7.82%,2.85,0.323,0.344,0.265
deckeco01,46,9,1,5,23,23,16,44,5,1,2,3,1,186,206,0.247,0.314,0.387,0.701,0.140,0.310,-0.5,21.36%,7.77%,2.75,0.299,0.324,0.258
deckeja01,48,9,2,5,22,28,21,47,4,1,2,3,2,193,218,0.249,0.329,0.394,0.722,0.145,0.320,1.3,21.56%,9.63%,2.24,0.305,0.329,0.265
dejesda01,84,18,2,8,34,39,32,67,7,1,5,4,3,345,386,0.243,0.317,0.377,0.694,0.133,0.308,-1.6,17.36%,8.29%,2.09,0.281,0.302,0.256
dejesiv02,71,14,2,7,37,30,26,70,6,1,2,2,2,281,311,0.253,0.320,0.391,0.712,0.139,0.314,0.3,22.51%,8.36%,2.69,0.314,0.336,0.261
dendema01,62,14,1,6,25,33,25,58,3,1,2,6,3,244,272,0.254,0.328,0.393,0.722,0.139,0.320,1.4,21.32%,9.19%,2.32,0.311,0.333,0.265
denorch01,83,14,2,6,29,37,26,68,8,1,1,6,2,320,351,0.259,0.317,0.372,0.689,0.113,0.305,-2.3,19.37%,7.41%,2.62,0.313,0.329,0.254
derosma01,44,9,1,5,24,21,18,39,5,1,1,2,1,177,200,0.249,0.321,0.395,0.717,0.147,0.317,0.7,19.50%,9.00%,2.17,0.293,0.319,0.263
descada01,69,16,1,6,34,37,28,62,6,4,2,4,3,290,323,0.238,0.309,0.362,0.671,0.124,0.302,-3.0,19.20%,8.67%,2.21,0.284,0.303,0.252
deshide02,103,21,7,6,41,70,46,95,4,2,3,18,6,391,446,0.263,0.345,0.399,0.744,0.136,0.330,6.0,21.30%,10.31%,2.07,0.334,0.348,0.272
desmoia01,136,27,2,19,70,67,42,155,12,1,4,16,5,533,585,0.255,0.314,0.420,0.735,0.165,0.321,3.8,26.50%,7.18%,3.69,0.326,0.360,0.266
dewitbl01,47,10,1,5,22,23,17,40,4,1,2,3,1,180,200,0.261,0.332,0.411,0.743,0.150,0.328,2.4,20.00%,8.50%,2.35,0.311,0.336,0.271
diazel01,47,10,1,6,23,24,16,42,4,1,2,3,1,181,201,0.260,0.327,0.425,0.752,0.166,0.330,2.8,20.90%,7.96%,2.63,0.308,0.338,0.272
diazjo02,45,9,1,4,22,23,16,45,4,1,3,3,1,189,212,0.238,0.308,0.360,0.667,0.122,0.298,-2.6,21.23%,7.55%,2.81,0.293,0.313,0.249
diazma02,45,9,1,5,20,22,16,38,4,1,2,3,1,180,200,0.250,0.318,0.394,0.713,0.144,0.315,0.3,19.00%,8.00%,2.38,0.292,0.317,0.262
dickeal01,48,9,1,6,22,23,16,43,5,1,2,3,1,185,204,0.259,0.325,0.416,0.741,0.157,0.326,2.2,21.08%,7.84%,2.69,0.309,0.338,0.270
dickech01,47,9,1,5,20,25,17,53,3,1,1,5,1,191,211,0.246,0.311,0.382,0.693,0.136,0.307,-1.0,25.12%,8.06%,3.12,0.316,0.341,0.256
dickeco01,98,22,4,15,49,52,26,80,5,2,1,4,4,336,365,0.292,0.344,0.515,0.859,0.223,0.371,16.8,21.92%,7.12%,3.08,0.344,0.383,0.301
dietrde01,79,17,3,12,36,51,27,82,5,2,12,2,2,322,363,0.245,0.327,0.429,0.755,0.183,0.333,5.8,22.59%,7.44%,3.04,0.294,0.329,0.274
difowi01,48,9,1,6,23,25,16,43,4,1,2,3,1,187,206,0.257,0.322,0.412,0.734,0.155,0.323,1.7,20.87%,7.77%,2.69,0.304,0.333,0.267
dirksan01,47,8,1,5,19,25,17,38,3,1,1,3,1,180,200,0.261,0.328,0.400,0.728,0.139,0.322,1.4,19.00%,8.50%,2.24,0.307,0.331,0.266
dobbsgr01,44,9,0,3,19,18,15,36,4,2,2,2,1,183,204,0.240,0.305,0.339,0.644,0.098,0.290,-3.7,17.65%,7.35%,2.40,0.285,0.299,0.243
dominch01,48,9,2,6,24,24,15,49,5,2,2,3,1,194,213,0.247,0.308,0.407,0.715,0.160,0.315,0.4,23.00%,7.04%,3.27,0.302,0.331,0.262
dominma01,57,10,0,8,30,26,15,52,8,1,3,1,1,240,261,0.238,0.291,0.379,0.670,0.142,0.295,-3.7,19.92%,5.75%,3.47,0.272,0.303,0.247
donaljo02,154,33,2,28,94,92,66,117,14,2,6,6,1,547,625,0.282,0.365,0.503,0.868,0.221,0.376,31.7,18.72%,10.56%,1.77,0.313,0.358,0.306
dornda01,48,10,1,5,23,22,17,46,5,1,2,3,1,196,216,0.245,0.312,0.383,0.694,0.138,0.307,-1.0,21.30%,7.87%,2.71,0.297,0.320,0.256
doumiry01,47,10,0,6,22,20,17,45,4,1,1,2,0,197,217,0.239,0.302,0.381,0.683,0.142,0.302,-1.9,20.74%,7.83%,2.65,0.281,0.309,0.252
doziebr01,134,33,3,21,68,88,62,126,10,1,6,14,5,549,623,0.244,0.327,0.430,0.757,0.186,0.332,9.3,20.22%,9.95%,2.03,0.281,0.317,0.273
drewst01,87,21,3,13,48,44,41,94,7,2,1,3,2,397,444,0.219,0.294,0.385,0.679,0.166,0.300,-4.7,21.17%,9.23%,2.29,0.255,0.287,0.250
drurybr01,53,11,1,7,28,25,17,45,8,1,2,3,1,209,230,0.254,0.316,0.416,0.732,0.163,0.321,1.5,19.57%,7.39%,2.65,0.293,0.323,0.266
dudalu01,114,27,0,24,70,65,63,130,9,6,10,2,3,461,537,0.247,0.350,0.462,0.812,0.215,0.359,19.7,24.21%,11.73%,2.06,0.293,0.344,0.293
duffyma01,136,24,4,11,65,64,30,92,16,1,5,9,1,474,512,0.287,0.336,0.424,0.760,0.137,0.332,8.0,17.97%,5.86%,3.07,0.337,0.356,0.274
duffyma02,48,10,1,6,24,23,17,42,4,1,2,3,1,184,204,0.261,0.330,0.424,0.754,0.163,0.332,3.0,20.59%,8.33%,2.47,0.309,0.338,0.273
duncash01,44,8,1,5,21,22,18,39,5,1,1,3,1,179,200,0.246,0.318,0.385,0.704,0.140,0.312,-0.1,19.50%,9.00%,2.17,0.289,0.314,0.259
dunnad01,49,8,0,11,31,25,30,70,2,2,2,1,1,217,251,0.226,0.325,0.415,0.740,0.189,0.329,3.2,27.89%,11.95%,2.33,0.279,0.333,0.271
duvalad01,53,10,1,9,26,27,18,60,3,2,3,2,1,221,244,0.240,0.306,0.416,0.722,0.176,0.318,1.0,24.59%,7.38%,3.33,0.289,0.329,0.264
dykstal01,48,9,1,6,24,25,20,48,5,1,2,3,1,195,219,0.246,0.323,0.395,0.717,0.149,0.318,0.8,21.92%,9.13%,2.40,0.298,0.327,0.263
dysonja01,79,12,5,4,30,42,26,64,6,1,3,32,6,306,342,0.258,0.322,0.369,0.692,0.111,0.307,-1.7,18.71%,7.60%,2.46,0.315,0.326,0.255
easleed01,46,9,1,5,23,23,16,41,5,1,2,3,1,184,204,0.250,0.317,0.391,0.708,0.141,0.313,0.0,20.10%,7.84%,2.56,0.297,0.322,0.260
eatonad02,152,27,8,9,50,85,49,111,6,1,9,15,7,535,598,0.284,0.354,0.415,0.769,0.131,0.339,12.3,18.56%,8.19%,2.27,0.345,0.358,0.279
ellisaj01,68,13,1,7,33,32,40,60,9,2,3,1,1,294,343,0.231,0.329,0.354,0.683,0.122,0.309,-1.2,17.49%,11.66%,1.50,0.269,0.291,0.257
ellisma01,48,7,1,3,20,21,14,38,3,2,3,3,1,197,220,0.244,0.304,0.335,0.639,0.091,0.288,-4.5,17.27%,6.36%,2.71,0.288,0.302,0.242
ellsbja01,126,21,4,10,47,65,39,84,8,3,4,28,5,465,512,0.271,0.333,0.398,0.731,0.127,0.323,4.2,16.41%,7.62%,2.15,0.313,0.331,0.267
elmorja01,60,11,1,6,27,28,23,52,7,1,1,3,4,251,280,0.239,0.305,0.363,0.668,0.124,0.297,-3.6,18.57%,8.21%,2.26,0.280,0.302,0.248
encared01,132,28,1,32,94,80,66,85,15,5,5,4,1,490,566,0.269,0.362,0.527,0.888,0.257,0.385,32.8,15.02%,11.66%,1.29,0.268,0.326,0.312
escobal02,144,24,4,5,49,67,26,82,11,1,5,20,4,551,593,0.261,0.301,0.347,0.647,0.085,0.286,-12.9,13.83%,4.38%,3.15,0.300,0.307,0.240
escobed01,114,30,3,10,50,55,31,96,7,1,2,3,3,432,470,0.264,0.316,0.417,0.733,0.153,0.320,2.6,20.43%,6.60%,3.10,0.319,0.339,0.265
escobyu01,136,23,1,9,51,57,46,73,18,2,5,3,2,492,548,0.276,0.344,0.382,0.726,0.106,0.323,4.6,13.32%,8.39%,1.59,0.310,0.325,0.268
espinda01,93,21,2,12,40,51,30,121,7,4,8,7,2,400,442,0.233,0.299,0.385,0.684,0.153,0.304,-3.3,27.38%,6.79%,4.03,0.303,0.333,0.253
ethiean01,110,22,5,11,50,48,43,83,9,4,5,3,3,409,460,0.269,0.346,0.428,0.774,0.159,0.342,10.6,18.04%,9.35%,1.93,0.314,0.337,0.281
evansni01,47,10,1,6,24,22,16,44,4,1,2,3,1,183,202,0.257,0.323,0.421,0.744,0.164,0.327,2.3,21.78%,7.92%,2.75,0.308,0.338,0.270
faluir01,44,8,1,4,20,20,17,39,5,2,2,3,1,183,204,0.240,0.312,0.361,0.673,0.120,0.302,-1.9,19.12%,8.33%,2.29,0.286,0.306,0.252
feathta01,57,12,2,6,26,36,19,67,6,1,3,5,2,257,284,0.222,0.283,0.354,0.637,0.132,0.282,-7.0,23.59%,6.69%,3.53,0.277,0.300,0.238
federti01,44,10,1,5,21,19,15,50,5,2,1,2,1,189,208,0.233,0.293,0.376,0.668,0.143,0.296,-2.8,24.04%,7.21%,3.33,0.291,0.317,0.248
fieldda01,48,10,1,6,23,25,16,43,4,1,2,3,1,182,202,0.264,0.330,0.429,0.759,0.165,0.333,3.2,21.29%,7.92%,2.69,0.316,0.345,0.274
fieldpr01,141,26,0,18,76,64,56,86,16,10,7,2,1,497,564,0.284,0.364,0.445,0.809,0.161,0.361,21.8,15.25%,9.93%,1.54,0.313,0.343,0.295
fieldth01,49,9,1,6,24,27,16,51,4,1,2,3,1,201,222,0.244,0.306,0.388,0.694,0.144,0.306,-1.2,22.97%,7.21%,3.19,0.299,0.327,0.255
figgich01,45,9,1,4,18,22,20,40,3,1,2,5,1,183,208,0.246,0.327,0.372,0.698,0.126,0.312,-0.2,19.23%,9.62%,2.00,0.295,0.315,0.259
figueco01,48,11,1,4,22,25,16,38,4,1,2,3,1,188,209,0.255,0.320,0.388,0.709,0.133,0.314,0.1,18.18%,7.66%,2.38,0.301,0.320,0.260
flahery01,78,16,2,11,41,43,30,90,7,3,5,2,1,343,382,0.227,0.299,0.382,0.681,0.155,0.302,-3.3,23.56%,7.85%,3.00,0.277,0.308,0.252
florera02,50,10,1,5,22,25,16,43,4,1,2,3,1,196,216,0.255,0.318,0.393,0.711,0.138,0.314,0.2,19.91%,7.41%,2.69,0.304,0.327,0.261
florewi01,117,23,1,14,57,54,25,75,11,2,3,2,1,451,482,0.259,0.303,0.408,0.711,0.149,0.311,-0.8,15.56%,5.19%,3.00,0.285,0.311,0.259
floripe01,43,8,1,4,21,24,18,55,4,1,1,7,2,199,221,0.216,0.284,0.327,0.611,0.111,0.274,-6.9,24.89%,8.14%,3.06,0.279,0.299,0.232
flowety01,93,17,1,13,46,38,27,129,10,1,6,1,2,390,425,0.238,0.298,0.387,0.685,0.149,0.302,-3.9,30.35%,6.35%,4.78,0.323,0.356,0.252
forsylo01,124,25,2,14,55,59,46,109,12,2,8,8,3,481,541,0.258,0.333,0.405,0.738,0.148,0.326,5.8,20.15%,8.50%,2.37,0.307,0.333,0.270
fowlede01,135,25,5,14,47,82,73,131,6,2,5,16,6,515,596,0.262,0.359,0.412,0.771,0.150,0.342,13.9,21.98%,12.25%,1.79,0.327,0.352,0.281
francbe01,43,8,1,5,20,22,17,40,4,1,2,3,1,179,200,0.240,0.313,0.380,0.693,0.140,0.308,-0.8,20.00%,8.50%,2.35,0.284,0.309,0.256
francje02,84,16,2,10,41,37,20,83,9,1,2,3,2,349,374,0.241,0.286,0.384,0.670,0.143,0.293,-6.0,22.19%,5.35%,4.15,0.289,0.316,0.246
francju02,49,10,1,10,29,26,20,73,4,1,2,1,1,209,232,0.234,0.307,0.435,0.743,0.201,0.325,2.1,31.47%,8.62%,3.65,0.310,0.360,0.268
francma02,91,22,1,13,51,48,29,70,9,2,4,3,1,339,373,0.268,0.333,0.454,0.788,0.186,0.344,9.3,18.77%,7.77%,2.41,0.305,0.338,0.282
frandke01,52,9,1,4,21,22,12,34,7,1,5,2,1,209,230,0.249,0.305,0.359,0.664,0.110,0.295,-3.2,14.78%,5.22%,2.83,0.281,0.297,0.247
frankni01,53,12,1,7,27,28,23,73,4,1,1,4,1,238,264,0.223,0.294,0.370,0.664,0.147,0.294,-4.0,27.65%,8.71%,3.17,0.291,0.321,0.246
frazito01,141,30,2,26,76,74,46,127,14,2,8,12,6,546,605,0.258,0.325,0.463,0.788,0.205,0.343,14.4,20.99%,7.60%,2.76,0.293,0.337,0.281
